1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.128853,0.0,0.0,0.0,0.0,0.018389,0.012571,0.0,0.03139,0.028887,0.11632,0.0305,0.003152,0.0
0.115251,0.0,0.0,0.0,0.0,0.010516,0.038629,0.0,0.020544,0.027645,0.147684,0.02394,9.9e-05,0.0
0.113248,0.0,0.0,0.0,0.0,0.010152,0.040733,0.0,0.01581,0.035678,0.115937,0.02431,2.2e-05,0.0
0.087508,0.0,0.0,0.0,0.0,0.010861,0.050003,0.0,0.027314,0.073991,0.173948,0.030807,0.000393,0.0
0.173782,0.0,0.0,0.0,0.0,0.010008,0.045943,0.000656,0.027895,0.047081,0.145346,0.043322,0.001127,0.0
0.156828,0.0,0.0,0.0,0.0,0.010688,0.019051,0.0,0.073359,0.034893,0.218572,0.051215,0.00053,0.0
0.132321,0.0,0.001566,0.0,8e-05,0.012022,0.010586,0.0,0.057763,0.029571,0.129112,0.059977,5.9e-05,0.0
0.09691,0.0,0.0,0.0,0.0,0.009848,0.010019,0.0,0.017156,0.031674,0.166468,0.016645,0.000148,0.0
0.133053,0.0,0.0,0.0,0.0,0.040744,0.010729,0.0,0.37011,0.032055,0.113345,0.614787,2.7e-05,0.0
0.039881,0.0,0.0,7.1e-05,0.0,0.049743,0.009865,0.0,0.589547,0.027899,0.144284,0.190336,2.2e-05,0.0
0.074214,1.6e-05,0.0,0.0,8e-05,0.044693,0.010765,0.0,0.031654,0.029799,0.118232,0.028794,0.000238,0.0
0.115097,0.0,0.0,0.0,0.0,0.015889,0.010237,0.0,0.021026,0.029723,0.107947,0.030411,9.4e-05,0.0
0.114095,0.0,0.0,0.0,0.0,0.011834,0.010555,0.0,0.014884,0.031142,0.129069,0.019155,2.8e-05,0.0
0.115367,0.0,0.0,0.0,8e-05,0.009704,0.009809,0.0,0.023539,0.046422,0.118657,0.022959,0.00029,0.0
0.112438,0.0,0.0,0.0,0.00016,0.01041,0.011269,0.0,0.022571,0.051743,0.145814,0.021231,0.000104,0.0
0.126618,0.0,0.0,0.0,0.0,0.009202,0.012057,0.0,0.016464,0.028102,0.164556,0.021775,2.4e-05,0.0
0.116407,0.0,0.0,0.0,0.0,0.009488,0.010588,0.0,0.022384,0.029571,0.107692,0.022294,5.1e-05,0.0
0.131435,0.0,0.0,0.0,0.0,0.012863,0.021298,0.000328,0.017657,0.028051,0.128049,0.030569,2.6e-05,0.0
0.105271,0.0,0.0,0.0,0.0,0.010328,0.00984,0.0,0.412889,0.032713,0.148066,0.65283,0.000102,0.0
0.194629,0.0,0.0,0.0,0.0,0.010793,0.011593,0.0,0.701624,0.061727,0.178793,0.297838,2.6e-05,0.0
0.113363,0.0,0.0,0.0,0.0,0.011865,0.008426,0.0,0.078273,0.032004,0.125117,0.073692,2.9e-05,0.0
0.111745,0.0,0.0,0.000213,0.0,0.012082,0.011357,0.0,0.064299,0.028254,0.18793,0.029152,2.3e-05,0.0
0.144189,4.8e-05,0.0,0.0,0.0,0.009394,0.008446,0.0,0.016655,0.033702,0.178156,0.034544,9.5e-05,0.0
0.08219,0.0,0.0,0.0,0.0,0.009889,0.010891,0.0,0.025726,0.03616,0.075308,0.019838,2.3e-05,0.0
0.14469,0.0,0.0,0.0,0.00016,0.010503,0.010844,0.0,0.018613,0.042089,0.10221,0.019902,0.000344,0.0
0.078607,0.0,0.0,0.0,8e-05,0.010045,0.010923,0.0,0.01612,0.03284,0.140161,0.025924,0.000606,0.0
0.147734,0.0,0.0,0.0,8e-05,0.011907,0.010375,0.0,0.020988,0.043153,0.11972,0.018427,0.00159,0.0
0.111359,0.0,0.0,0.0,8e-05,0.009925,0.009836,0.0,0.027409,0.028507,0.104207,0.024281,9.8e-05,0.0
0.115714,0.0,0.0,0.0,8e-05,0.01041,0.010304,0.0,0.333185,0.031826,0.157374,0.608651,3.6e-05,0.0
0.110859,0.0,0.0,0.0,0.0,0.010339,0.011211,0.000328,0.615151,0.028,0.09983,0.192453,0.000101,0.0
0.096409,0.000103,0.0,0.0,0.0,0.011784,0.011515,0.00205,0.030522,0.01789,0.140629,0.032898,0.0001,0.0
0.131204,8e-06,0.0,0.0,0.000562,0.01089,0.00975,0.0,0.018078,0.149706,0.136549,0.014781,2e-05,0.0
0.112515,0.0,0.0,0.0,0.0,0.01028,0.011572,0.0,0.020166,0.085242,0.086443,0.028348,0.000177,0.0
0.119837,0.0,0.0,0.0,0.0,0.008856,0.009616,0.0,0.026449,0.032257,0.143859,0.029693,8.9e-05,0.0
0.345754,0.0,0.0,0.0,0.0,0.010947,0.010603,0.0,0.031375,0.031142,0.310497,0.029386,2.8e-05,0.0
0.140837,0.0,0.0,0.0,0.0,0.00909,0.010459,0.0,0.061694,0.032207,0.156269,0.060357,9.2e-05,0.0
0.098335,0.0,0.0,7.1e-05,0.000241,0.009416,0.010039,0.0,0.070735,0.017383,0.199958,0.060002,3.1e-05,0.0
0.128198,0.0,0.0,0.0,0.0,0.011269,0.009157,0.0,0.018602,0.039327,0.120229,0.019823,0.000222,0.0
0.115444,0.0,0.0,0.0,0.0,0.019849,0.011949,0.0,0.37681,0.035425,0.084913,0.606897,0.000612,0.0
0.113016,0.0,0.0,0.0,0.0,0.009758,0.010901,0.0,0.577095,0.028051,0.134892,0.199191,0.000118,0.0
0.095869,0.0,0.0,0.0,0.0,0.009876,0.014384,0.000492,0.02225,0.028178,0.156481,0.02712,2.8e-05,0.0
0.146925,0.0,0.0,0.0,0.0,0.009249,0.01028,0.0,0.024537,0.03175,0.079218,0.020038,0.000196,0.0
0.095715,0.000207,0.0,7.1e-05,0.0,0.008497,0.008463,0.0,0.017833,0.0858,0.134849,0.02756,0.000104,0.0
0.127042,0.0,0.0,0.0,0.0,0.010932,0.010727,0.0,0.016349,0.054911,0.11734,0.015762,3.7e-05,0.0
0.115136,0.0,0.0,0.0,0.0,0.011069,0.010662,0.0,0.019806,0.067682,0.11462,0.028022,0.000104,0.0
0.111013,0.0,0.0,0.0,0.0,0.009131,0.008985,0.0,0.019026,0.029698,0.100467,0.021936,3.4e-05,0.0
0.116407,8e-06,0.0,0.0,0.0,0.009581,0.010899,0.0,0.016483,0.033043,0.096303,0.018101,7.5e-05,0.0
0.111937,8e-06,0.0,0.0,0.0,0.011451,0.009542,0.0,0.023956,0.028456,0.123119,0.02375,0.000103,0.0
0.100956,8e-06,0.0,0.0,0.0,0.012082,0.010679,0.0,0.413658,0.051414,0.124097,0.654365,0.003159,0.0
0.160527,8e-06,0.0,0.0,0.0,0.009047,0.009958,0.0,0.706205,0.017484,0.113727,0.313433,0.000109,0.0
0.169814,0.0,0.0,0.0,8e-05,0.011271,0.011009,0.0,0.197559,0.043077,0.235104,0.141109,2.8e-05,0.0
0.115059,0.0,0.0,0.0,0.0,0.009909,0.010149,0.0,0.057679,0.029445,0.109392,0.043199,0.000331,0.0
0.095715,2.4e-05,0.0,0.0,0.0,0.010036,0.013191,0.000328,0.018586,0.031244,0.183553,0.026892,0.001717,0.0
0.127004,0.0,0.0,0.0,0.0,0.009346,0.007345,0.0,0.009955,0.01827,0.080153,0.021209,3.2e-05,0.0
0.100801,8e-06,0.0,0.0,0.0,0.013227,0.0108,0.0,0.02043,0.037984,0.132554,0.022829,0.000133,0.0
0.111205,0.0,0.0,0.0,0.0,0.009998,0.010868,0.000656,0.018839,0.032359,0.135104,0.023661,3.4e-05,0.0
0.159564,0.0,0.0,0.0,0.0,0.001976,0.01024,0.0,0.020414,0.031294,0.058181,0.015345,7.2e-05,0.0
0.111167,0.0,0.0,7.1e-05,0.0,0.014124,0.009083,0.0,0.022174,0.071964,0.147854,0.045617,0.000103,0.0
0.111976,6.4e-05,0.0,0.0,0.0,0.009775,0.012093,0.0,0.376722,0.046954,0.106417,0.659017,2.3e-05,0.0
0.09795,0.0,0.0,7.1e-05,0.0,0.010488,0.009664,0.0,0.592232,0.032156,0.093753,0.136172,0.000183,0.0
0.111552,0.0,0.0,7.1e-05,0.0,0.009963,0.011075,0.0,0.022262,0.028482,0.133107,0.033243,2.9e-05,0.0
0.114326,0.0,0.0,0.000639,0.0,0.010717,0.010693,0.0,0.021864,0.028988,0.076626,0.014035,0.000169,0.0
0.128506,0.000111,0.0,7.1e-05,0.0,0.009386,0.009499,0.0,0.021137,0.032713,0.11139,0.02894,3.8e-05,0.0
0.099877,0.0,0.0,0.0,0.0,0.01183,0.011321,0.0,0.02085,0.028304,0.142711,0.017917,0.001039,0.0
0.16099,8e-06,0.0,0.0,0.00016,0.009987,0.01907,0.000574,0.028094,0.03208,0.144114,0.057676,0.00011,0.0
0.172434,0.0,0.0,0.0,0.0,0.010462,0.012742,0.0,0.063771,0.030331,0.216192,0.051737,2.8e-05,0.0
0.114904,0.0,0.0,0.0,0.0,0.009401,0.012583,0.0,0.063236,0.032739,0.107182,0.035544,0.000214,0.0
0.09479,0.0,0.0,0.0,0.0,0.010432,0.009793,0.0,0.010613,0.051059,0.09218,0.025218,0.0001,0.0
0.128969,0.0,0.0,0.0,0.0,0.011645,0.010435,0.0,0.37455,0.065351,0.140884,0.597622,0.000105,0.0
0.100185,0.0,0.0,0.0,0.002086,0.009205,0.009312,0.0,0.580178,0.027544,0.092393,0.204842,3.9e-05,0.0
0.127774,1.6e-05,0.0,0.000142,8e-05,0.010074,0.010123,0.0,0.02747,0.031548,0.11581,0.024322,8.7e-05,0.0
0.11475,0.0,0.0,0.000568,0.0,0.011231,0.012539,0.0,0.015324,0.028228,0.091075,0.014826,0.000109,0.0
0.095715,0.0,0.0,0.0,0.0,0.009993,0.009119,0.0,0.02456,0.044699,0.125754,0.029683,3e-05,0.0
0.127196,8e-06,0.0,0.000639,0.0,0.00926,0.009926,0.0,0.013041,0.044876,0.126689,0.01899,0.000113,0.0
0.114712,0.0,0.0,0.0,0.000241,0.010395,0.010622,0.0,0.017776,0.032181,0.142499,0.02274,3.5e-05,0.0
0.110627,0.0,0.0,0.0,0.001043,0.009464,0.010271,0.0,0.019676,0.032688,0.113812,0.017743,0.000901,0.0
0.114211,0.0,0.0,0.0,0.00016,0.010861,0.009776,0.0,0.020231,0.030636,0.077051,0.02487,0.00105,0.0
0.114635,0.0,0.0,0.0,0.0,0.011124,0.009831,0.0,0.020338,0.031826,0.142796,0.020038,0.000101,0.0
0.132398,0.0,0.0,0.0,0.0,0.010849,0.010338,0.00082,0.379464,0.145601,0.087548,0.67765,3e-05,0.0
0.087739,0.0,0.0,0.0,0.0,0.010167,0.01306,0.0,0.741741,0.027417,0.118912,0.271563,0.000103,0.0
0.232314,8e-06,0.0,0.0,0.0,0.009957,0.009282,0.0,0.082901,0.021463,0.193838,0.061854,6e-05,0.0
0.097757,0.0,0.0,0.000426,0.0,0.009788,0.009996,0.0,0.06794,0.042646,0.173991,0.039955,3.2e-05,0.0
0.12762,2.4e-05,0.0,0.0,0.0,0.018661,0.012575,8.2e-05,0.022923,0.032181,0.072163,0.032971,0.00019,0.0
0.096447,0.0,0.0,0.0,0.0,0.011168,0.008281,0.0,0.020533,0.102701,0.134339,0.016006,0.000104,0.0
0.114519,0.0,0.0,0.0,0.000722,0.01189,0.010282,0.0,0.016185,0.050654,0.111942,0.020886,0.000104,0.0
0.12604,0.0,0.0,0.0,0.0,0.013856,0.009047,0.0,0.017397,0.033372,0.092903,0.021202,3.3e-05,0.0
0.11606,0.0,0.0,0.0,0.0,0.011228,0.011914,0.0,0.020984,0.028659,0.123502,0.021829,0.000227,0.0
0.110936,0.0,0.0,0.0,0.0,0.010973,0.010486,0.0,0.01659,0.028228,0.1051,0.020471,0.001045,0.0
0.11267,0.0,0.0,0.0,8e-05,0.011407,0.014539,0.0,0.36975,0.032612,0.097153,0.602451,0.000118,0.0
0.290922,0.00105,0.0,0.0,0.0,0.009335,0.009613,0.0,0.581925,0.029723,0.211007,0.203526,6.3e-05,0.0
0.094867,0.0,0.0,0.0,0.0,0.010937,0.009728,0.0,0.033364,0.033651,0.223077,0.022376,0.000104,0.0
0.131551,0.0,0.0,0.0,0.0,0.009556,0.010287,0.0,0.009289,0.028634,0.070081,0.021965,4.2e-05,0.0
0.09533,8e-06,0.0,0.0,0.0,0.010975,0.010354,0.0,0.017321,0.031421,0.124352,0.018715,6.5e-05,0.0
0.131666,0.0,0.0,0.0,0.0,0.010334,0.010834,0.0,0.038634,0.041227,0.136889,0.027126,0.000116,0.0
0.144382,0.000183,0.000783,0.0,0.0,0.011441,0.009201,0.0,0.022969,0.075816,0.088738,0.043066,3e-05,0.0
0.136714,0.0,0.0,7.1e-05,0.0,0.009949,0.010645,0.0,0.063106,0.057749,0.224437,0.056458,0.00011,0.0
0.13105,0.0,0.0,0.0,0.0,0.009189,0.009649,0.0,0.061037,0.033347,0.10204,0.056408,0.000337,0.0
0.113016,0.0,0.0,0.0,0.0,0.010404,0.010703,0.0,0.017164,0.032815,0.144326,0.016193,0.001212,0.0
0.127967,0.0,0.0,0.0,0.0,0.009697,0.008482,0.0,0.340861,0.029267,0.114917,0.599141,0.003223,0.0
0.114404,8e-06,0.0,0.0,0.0,0.013229,0.011321,0.0,0.612057,0.029064,0.087718,0.198934,8.7e-05,0.0
0.110666,0.0,0.0,7.1e-05,0.00016,0.01111,0.013089,0.0,0.019493,0.034817,0.079133,0.027737,0.000109,0.0
0.114249,8e-06,0.0,0.0,0.0,0.009714,0.008985,0.0,0.018873,0.08618,0.123162,0.032281,6.3e-05,0.0
0.127659,0.0,0.0,0.0,0.0,0.009333,0.009502,0.000492,0.018039,0.035197,0.088695,0.010873,3.4e-05,0.0
0.11055,0.0,0.0,0.0,8e-05,0.010443,0.011068,0.0,0.021963,0.030585,0.111135,0.017123,0.000175,0.0
0.115829,0.0,0.0,0.0,0.0,0.010194,0.010688,0.0,0.017753,0.033474,0.123714,0.021734,0.000108,0.0
0.110704,2.4e-05,0.0,0.0,0.0,0.0116,0.010708,0.0,0.01924,0.032637,0.130642,0.020294,3.5e-05,0.0
0.11475,0.0,0.0,0.0,0.0,0.01003,0.010263,0.0,0.015336,0.03208,0.104802,0.024591,3.2e-05,0.0
0.11082,0.0,0.0,0.0,0.0,0.010324,0.00943,0.0,0.015427,0.06606,0.068381,0.024199,0.000104,0.0
0.099954,0.0,0.0,0.0,0.0,0.009667,0.01183,0.0,0.41539,0.028684,0.136167,0.68827,0.000221,0.0
0.219251,1.6e-05,0.0,0.0,0.0,0.01063,0.009661,0.0,0.70772,0.02914,0.141479,0.279652,0.001618,0.0
0.113864,0.0,0.0,0.0,0.0,0.010205,0.010397,0.0,0.176245,0.032409,0.157076,0.166776,3.1e-05,0.0
0.114095,0.0,0.0,0.0,0.0,0.010093,0.010843,0.0,0.065603,0.028887,0.162133,0.023209,3.5e-05,0.0
0.096332,0.0,0.0,0.0,0.0,0.013206,0.009764,0.000574,0.02178,0.032029,0.087548,0.017649,9.8e-05,0.0
0.110126,0.0,0.0,7.1e-05,0.0,0.0121,0.009392,0.00041,0.020128,0.161565,0.110497,0.016788,0.000186,0.0
0.11475,0.0,0.0,0.001419,0.0,0.00882,0.009544,0.0,0.012869,0.043153,0.104207,0.022506,0.000133,0.0
0.12631,0.0,0.0,0.0,0.0,0.010965,0.010777,0.0,0.014227,0.025061,0.090693,0.017335,3.1e-05,0.0
0.108662,0.0,0.0,0.0,0.0,0.012274,0.010129,0.0,0.019171,0.044826,0.121419,0.026579,2.9e-05,0.0
0.143534,0.0,0.0,0.0,0.0,0.008029,0.010036,0.0,0.032679,0.050907,0.103612,0.035534,0.000105,0.0
0.079686,0.0,0.0,0.0,0.0,0.01005,0.010435,0.0,0.368997,0.028178,0.110965,0.617033,8.5e-05,0.0
0.146347,0.0,0.0,0.0,0.0,0.010149,0.009755,0.0,0.581841,0.034284,0.122184,0.184336,0.00011,0.0
0.111051,0.0,0.0,7.1e-05,0.00016,0.009973,0.011863,0.0,0.031543,0.028482,0.090225,0.02568,3.7e-05,0.0
0.113941,0.0,0.0,0.0,0.0,0.010536,0.011052,0.0,0.017711,0.028558,0.0864,0.017933,0.001045,0.0
0.113941,0.0,0.0,0.0,0.0,0.010885,0.009902,0.0,0.018479,0.031953,0.127582,0.013737,2.7e-05,0.0
0.105271,0.0,0.0,0.0,0.0,0.011458,0.009982,0.0,0.018923,0.03137,0.083468,0.02819,0.000138,0.0
0.143997,0.0,0.0,0.0,0.0,0.008342,0.0114,0.0,0.02251,0.027341,0.216575,0.049604,7.9e-05,0.0
0.155903,0.0,0.0,0.0,0.0,0.014015,0.009977,0.0,0.074973,0.032232,0.139609,0.058594,3.1e-05,0.0
0.143573,0.0,0.0,0.0,0.0,0.009139,0.009678,0.0,0.054183,0.017763,0.10765,0.033085,3.6e-05,0.0
0.111475,0.0,0.0,0.0,8e-05,0.009972,0.01086,0.0,0.012632,0.029622,0.08844,0.025715,0.000106,0.0
0.114095,0.0,0.0,0.0,0.0,0.009871,0.009315,0.0,0.351963,0.048373,0.112325,0.631827,0.000184,0.0
0.11606,0.0,0.0,0.0,0.0,0.012373,0.010368,0.0,0.598053,0.031472,0.141224,0.164242,0.000101,0.0
0.111051,0.0,0.0,0.000142,0.0,0.009877,0.010523,0.0,0.030989,0.033296,0.0864,0.028604,3.5e-05,0.0
0.098066,8e-06,0.0,0.0,0.0,0.010314,0.010495,0.001312,0.018831,0.027417,0.124607,0.025025,0.000112,0.0
0.095099,8e-06,0.0,0.0,0.000241,0.00928,0.0,0.0,0.015129,0.028456,0.068041,0.020769,0.00155,0.0
0.12816,0.004565,0.0,0.0,0.0,0.010544,0.011622,0.0,0.017634,0.028203,0.134849,0.019202,4.6e-05,0.0
0.114442,0.014664,0.0,0.0,0.0,0.009366,0.009989,0.0,0.02056,0.031725,0.130259,0.020291,0.000107,0.0
0.127042,0.021463,0.0,0.0,0.0,0.010404,0.009948,0.0,0.011722,0.031421,0.103485,0.016611,0.000171,0.0
0.09637,0.0,0.0,0.0,0.000241,0.01064,0.010105,0.0,0.02378,0.052554,0.08946,0.025519,0.000104,0.0
0.150239,0.0,0.0,0.0,0.0,0.009353,0.009537,0.0,0.019585,0.068848,0.120527,0.015715,0.000109,0.0
0.117448,0.0,0.0,0.0,8e-05,0.012999,0.010538,0.0,0.408514,0.027924,0.11785,0.672903,3.4e-05,0.0
0.178252,0.0,0.0,0.0,0.0,0.019904,0.010271,0.0,0.697845,0.029926,0.140416,0.27968,0.000103,0.0
0.123998,0.0,0.0,0.0,0.0,0.009366,0.010495,0.0,0.062486,0.033499,0.169698,0.067227,0.001205,0.0
0.127158,0.0,0.0,0.0,0.0,0.0109,0.010103,0.0,0.0627,0.02871,0.121164,0.034658,0.000541,0.0
0.115251,0.0,0.0,0.0,0.0,0.000684,0.009134,0.0,0.024571,0.028304,0.0847,0.028386,0.000146,0.0
0.096293,0.0,0.0,0.0,0.00016,0.011973,0.011142,0.0,0.021523,0.027367,0.109052,0.014145,8.3e-05,0.0
0.116561,0.0,0.0,0.0,0.0,0.008913,0.010182,0.0,0.014169,0.033068,0.092138,0.01962,3.4e-05,0.0
0.126156,0.0,0.0,0.0,0.0,0.010814,0.013495,0.0,0.020411,0.030559,0.101742,0.034079,3.7e-05,0.0
0.078067,0.0,0.0,0.0,0.0,0.010273,0.010328,0.0,0.015378,0.02833,0.105822,0.011835,0.003309,0.0
0.131127,0.0,0.0,0.0,0.00016,0.009371,0.010103,0.0,0.021164,0.035526,0.101275,0.023247,0.000172,0.0
0.128661,0.0,0.0,0.0,0.0,0.011329,0.010166,0.000656,0.350127,0.027848,0.127582,0.602128,0.000106,0.0
0.114211,0.0,0.0,0.0,0.0,0.009508,0.010283,0.0,0.597123,0.088055,0.118062,0.192982,3.7e-05,0.0
0.286876,3.2e-05,0.0,0.0,0.0,0.011638,0.011396,0.0,0.027065,0.032764,0.169061,0.031813,3.5e-05,0.0
0.094906,8e-06,0.0,0.0,8e-05,0.009768,0.011703,0.034602,0.010938,0.036185,0.195665,0.017908,8.9e-05,0.0
0.131936,0.0,0.0,0.256865,0.0,0.010726,0.010994,8.2e-05,0.020598,0.04404,0.102125,0.023873,0.000228,0.0
0.114827,2.4e-05,0.0,0.000142,8e-05,0.010414,0.009115,0.0,0.023363,0.027139,0.150361,0.023753,0.001046,0.0
0.15652,0.0,0.0,7.1e-05,0.0,0.010182,0.0099,0.0,0.033073,0.03208,0.084488,0.046455,3.9e-05,0.0
0.155287,8e-06,0.0,0.0,8e-05,0.05256,0.009821,0.0,0.063595,0.027721,0.203315,0.047471,0.000102,0.0
0.108701,0.0,0.0,0.0,0.0,0.013034,0.01103,0.0,0.067091,0.031624,0.140246,0.058097,3.2e-05,0.0
0.11398,1.6e-05,0.0,0.0,0.0,0.010273,0.013574,0.0,0.013102,0.028279,0.083085,0.020269,0.00011,0.0
0.111359,6.4e-05,0.0,0.0,0.0,0.009459,0.01108,0.001148,0.371326,0.02838,0.109222,0.592543,8.6e-05,0.0
0.115598,0.0,0.0,0.0,0.0,0.010493,0.020904,0.0,0.574552,0.081568,0.137102,0.203523,2.8e-05,0.0
0.095638,8e-06,0.0,0.0,0.0,0.009535,0.01102,0.0,0.030652,0.053542,0.050786,0.025063,4.3e-05,0.0
0.115829,0.0,0.0,0.0,0.0,0.010616,0.0105,0.0,0.014915,0.027493,0.160391,0.024784,0.000106,0.0
0.131011,0.0,0.0,0.0,0.0,0.009914,0.010782,0.0,0.019772,0.029343,0.076668,0.012544,0.000912,0.0
0.123227,0.0,0.0,0.0,0.0,0.01207,0.009919,0.0,0.01288,0.033195,0.125542,0.024563,0.001622,0.0
0.098027,0.0,0.0,0.0,0.0,0.013049,0.010096,0.0,0.01573,0.027696,0.083595,0.017743,3.1e-05,0.0
0.126503,0.0,0.0,0.0,0.000241,0.009934,0.009155,0.0,0.017829,0.031117,0.082745,0.016392,3.5e-05,0.0
0.094405,0.0,0.0,0.0,0.0,0.009444,0.013259,0.0,0.019913,0.028279,0.128687,0.025177,0.000138,0.0
0.130472,8e-06,0.0,0.000639,0.0,0.010323,0.014064,0.0,0.018456,0.487153,0.118912,0.022259,0.000116,0.0
